Date,Year,Month,State_UT,OMC,Fuel_Station_ID,Petrol_Sales_KL,Ethanol_Blended_KL,Blending_Percentage,Feedstock,CO2_Reduction_Tonnes,Import_Savings_INR
2019-04-01,2019,4,Himachal Pradesh,IOC,FS101163,69584,5455.39,7.84,Sugarcane,9546.93,300046.45
2019-05-01,2019,5,Himachal Pradesh,HPCL,FS101164,69381,3795.14,5.47,Broken Rice,6641.49,208732.7
2019-06-01,2019,6,Himachal Pradesh,BPCL,FS101165,47791,3173.32,6.64,Molasses,5553.31,174532.6
2019-07-01,2019,7,Himachal Pradesh,HPCL,FS101166,54799,3567.41,6.51,Broken Rice,6242.97,196207.55
2019-08-01,2019,8,Himachal Pradesh,BPCL,FS101167,13313,287.56,2.16,Molasses,503.23,15815.8
2019-09-01,2019,9,Himachal Pradesh,HPCL,FS101168,53226,2996.62,5.63,Broken Rice,5244.09,164814.1
2019-10-01,2019,10,Himachal Pradesh,HPCL,FS101169,11558,290.11,2.51,Sugarcane,507.69,15956.05
2019-11-01,2019,11,Himachal Pradesh,IOC,FS101170,61218,3697.57,6.04,Maize,6470.75,203366.35
2019-12-01,2019,12,Himachal Pradesh,BPCL,FS101171,35877,2497.04,6.96,Maize,4369.82,137337.2
2020-01-01,2020,1,Himachal Pradesh,BPCL,FS101172,45034,2008.52,4.46,Maize,3514.91,110468.6
2020-02-01,2020,2,Himachal Pradesh,BPCL,FS101173,27094,2660.63,9.82,Sugarcane,4656.1,146334.65
2020-03-01,2020,3,Himachal Pradesh,IOC,FS101174,47531,4049.64,8.52,Maize,7086.87,222730.2
2020-04-01,2020,4,Himachal Pradesh,IOC,FS101175,49247,3097.64,6.29,Broken Rice,5420.87,170370.2
2020-05-01,2020,5,Himachal Pradesh,BPCL,FS101176,12552,833.45,6.64,Maize,1458.54,45839.75
2020-06-01,2020,6,Himachal Pradesh,IOC,FS101177,66579,1737.71,2.61,Maize,3040.99,95574.05
2020-07-01,2020,7,Himachal Pradesh,BPCL,FS101178,11722,740.83,6.32,Molasses,1296.45,40745.65
2020-08-01,2020,8,Himachal Pradesh,HPCL,FS101179,48031,3880.9,8.08,Sugarcane,6791.57,213449.5
2020-09-01,2020,9,Himachal Pradesh,HPCL,FS101180,67807,3037.75,4.48,Molasses,5316.06,167076.25
2020-10-01,2020,10,Himachal Pradesh,BPCL,FS101181,51461,2367.21,4.6,Molasses,4142.62,130196.55
2020-11-01,2020,11,Himachal Pradesh,HPCL,FS101182,35386,1893.15,5.35,Maize,3313.01,104123.25
2020-12-01,2020,12,Himachal Pradesh,BPCL,FS101183,21704,861.65,3.97,Broken Rice,1507.89,47390.75
2021-01-01,2021,1,Himachal Pradesh,HPCL,FS101184,33416,2014.98,6.03,Maize,3526.22,110823.9
2021-02-01,2021,2,Himachal Pradesh,HPCL,FS101185,58258,5313.13,9.12,Maize,9297.98,292222.15
2021-03-01,2021,3,Himachal Pradesh,IOC,FS101186,54806,4274.87,7.8,Broken Rice,7481.02,235117.85
2021-04-01,2021,4,Himachal Pradesh,BPCL,FS101187,43739,218.69,0.5,Sugarcane,382.71,12027.95
2021-05-01,2021,5,Himachal Pradesh,BPCL,FS101188,9609,301.72,3.14,Sugarcane,528.01,16594.6
2021-06-01,2021,6,Himachal Pradesh,BPCL,FS101189,36141,4958.55,13.72,Maize,8677.46,272720.25
2021-07-01,2021,7,Himachal Pradesh,BPCL,FS101190,46346,5130.5,11.07,Maize,8978.38,282177.5
2021-08-01,2021,8,Himachal Pradesh,HPCL,FS101191,48149,6158.26,12.79,Sugarcane,10776.95,338704.3
2021-09-01,2021,9,Himachal Pradesh,IOC,FS101192,13695,964.13,7.04,Broken Rice,1687.23,53027.15
2021-10-01,2021,10,Himachal Pradesh,BPCL,FS101193,55224,3677.92,6.66,Molasses,6436.36,202285.6
2021-11-01,2021,11,Himachal Pradesh,BPCL,FS101194,9881,265.8,2.69,Maize,465.15,14619.0
2021-12-01,2021,12,Himachal Pradesh,BPCL,FS101195,78122,9249.64,11.84,Sugarcane,16186.87,508730.2
2022-01-01,2022,1,Himachal Pradesh,HPCL,FS101196,50316,5308.34,10.55,Broken Rice,9289.6,291958.7
2022-02-01,2022,2,Himachal Pradesh,HPCL,FS101197,47553,3994.45,8.4,Maize,6990.29,219694.75
2022-03-01,2022,3,Himachal Pradesh,BPCL,FS101198,40006,7549.13,18.87,Broken Rice,13210.98,415202.15
2022-04-01,2022,4,Himachal Pradesh,HPCL,FS101199,20205,2998.42,14.84,Broken Rice,5247.24,164913.1
2022-05-01,2022,5,Himachal Pradesh,HPCL,FS101200,36202,3453.67,9.54,Molasses,6043.92,189951.85
2022-06-01,2022,6,Himachal Pradesh,IOC,FS101201,69692,5031.76,7.22,Broken Rice,8805.58,276746.8
2022-07-01,2022,7,Himachal Pradesh,IOC,FS101202,57241,5083.0,8.88,Molasses,8895.25,279565.0
2022-08-01,2022,8,Himachal Pradesh,BPCL,FS101203,23972,2260.56,9.43,Sugarcane,3955.98,124330.8
2022-09-01,2022,9,Himachal Pradesh,BPCL,FS101204,60347,7615.79,12.62,Broken Rice,13327.63,418868.45
2022-10-01,2022,10,Himachal Pradesh,IOC,FS101205,77518,5759.59,7.43,Sugarcane,10079.28,316777.45
2022-11-01,2022,11,Himachal Pradesh,HPCL,FS101206,11092,554.6,5.0,Maize,970.55,30503.0
2022-12-01,2022,12,Himachal Pradesh,IOC,FS101207,31862,3558.99,11.17,Broken Rice,6228.23,195744.45
2023-01-01,2023,1,Himachal Pradesh,IOC,FS101208,11969,1058.06,8.84,Molasses,1851.61,58193.3
2023-02-01,2023,2,Himachal Pradesh,BPCL,FS101209,49743,8993.53,18.08,Molasses,15738.68,494644.15
2023-03-01,2023,3,Himachal Pradesh,BPCL,FS101210,42578,5905.57,13.87,Sugarcane,10334.75,324806.35
2023-04-01,2023,4,Himachal Pradesh,HPCL,FS101211,72140,12840.92,17.8,Maize,22471.61,706250.6
2023-05-01,2023,5,Himachal Pradesh,HPCL,FS101212,53896,3756.55,6.97,Maize,6573.96,206610.25
2023-06-01,2023,6,Himachal Pradesh,HPCL,FS101213,21861,1687.67,7.72,Broken Rice,2953.42,92821.85
2023-07-01,2023,7,Himachal Pradesh,BPCL,FS101214,49347,8275.49,16.77,Molasses,14482.11,455151.95
2023-08-01,2023,8,Himachal Pradesh,BPCL,FS101215,36164,5337.81,14.76,Maize,9341.17,293579.55
2023-09-01,2023,9,Himachal Pradesh,HPCL,FS101216,68380,6051.63,8.85,Maize,10590.35,332839.65
2023-10-01,2023,10,Himachal Pradesh,BPCL,FS101217,47560,6092.44,12.81,Sugarcane,10661.77,335084.2
2023-11-01,2023,11,Himachal Pradesh,BPCL,FS101218,18068,2737.3,15.15,Broken Rice,4790.28,150551.5
2023-12-01,2023,12,Himachal Pradesh,IOC,FS101219,54418,9457.85,17.38,Broken Rice,16551.24,520181.75
2024-01-01,2024,1,Himachal Pradesh,HPCL,FS101220,9161,1261.47,13.77,Sugarcane,2207.57,69380.85
2024-02-01,2024,2,Himachal Pradesh,BPCL,FS101221,46751,10051.47,21.5,Maize,17590.07,552830.85
2024-03-01,2024,3,Himachal Pradesh,BPCL,FS101222,10176,1711.6,16.82,Broken Rice,2995.3,94138.0
2024-04-01,2024,4,Himachal Pradesh,HPCL,FS101223,34627,6284.8,18.15,Broken Rice,10998.4,345664.0
2024-05-01,2024,5,Himachal Pradesh,HPCL,FS101224,19984,1312.95,6.57,Maize,2297.66,72212.25
2024-06-01,2024,6,Himachal Pradesh,IOC,FS101225,15135,2524.52,16.68,Broken Rice,4417.91,138848.6
2024-07-01,2024,7,Himachal Pradesh,IOC,FS101226,29889,5819.39,19.47,Broken Rice,10183.93,320066.45
2024-08-01,2024,8,Himachal Pradesh,BPCL,FS101227,56899,6708.39,11.79,Molasses,11739.68,368961.45
2024-09-01,2024,9,Himachal Pradesh,HPCL,FS101228,48130,6218.4,12.92,Maize,10882.2,342012.0
2024-10-01,2024,10,Himachal Pradesh,HPCL,FS101229,23216,3319.89,14.3,Maize,5809.81,182593.95
2024-11-01,2024,11,Himachal Pradesh,BPCL,FS101230,41783,8181.11,19.58,Maize,14316.94,449961.05
2024-12-01,2024,12,Himachal Pradesh,IOC,FS101231,59502,9216.86,15.49,Maize,16129.51,506927.3
2025-01-01,2025,1,Himachal Pradesh,IOC,FS101232,67754,14302.87,21.11,Maize,25030.02,786657.85
2025-02-01,2025,2,Himachal Pradesh,HPCL,FS101233,51169,6426.83,12.56,Sugarcane,11246.95,353475.65
2025-03-01,2025,3,Himachal Pradesh,BPCL,FS101234,29067,5173.93,17.8,Sugarcane,9054.38,284566.15
2025-04-01,2025,4,Himachal Pradesh,BPCL,FS101235,77345,16629.17,21.5,Sugarcane,29101.05,914604.35
2025-05-01,2025,5,Himachal Pradesh,HPCL,FS101236,56803,12212.65,21.5,Molasses,21372.14,671695.75
2025-06-01,2025,6,Himachal Pradesh,BPCL,FS101237,34270,7368.05,21.5,Broken Rice,12894.09,405242.75
2025-07-01,2025,7,Himachal Pradesh,IOC,FS101238,35236,7575.74,21.5,Maize,13257.55,416665.7
2025-08-01,2025,8,Himachal Pradesh,IOC,FS101239,24663,4039.8,16.38,Broken Rice,7069.65,222189.0
2025-09-01,2025,9,Himachal Pradesh,IOC,FS101240,67095,14425.42,21.5,Maize,25244.49,793398.1
2025-10-01,2025,10,Himachal Pradesh,BPCL,FS101241,13247,2691.79,20.32,Maize,4710.63,148048.45
2025-11-01,2025,11,Himachal Pradesh,BPCL,FS101242,15189,3051.47,20.09,Molasses,5340.07,167830.85
2025-12-01,2025,12,Himachal Pradesh,BPCL,FS101243,61687,11294.89,18.31,Broken Rice,19766.06,621218.95
2026-01-01,2026,1,Himachal Pradesh,IOC,FS101244,15697,3374.86,21.5,Molasses,5906.01,185617.3
2026-02-01,2026,2,Himachal Pradesh,BPCL,FS101245,25046,5384.89,21.5,Broken Rice,9423.56,296168.95
2026-03-01,2026,3,Himachal Pradesh,IOC,FS101246,69158,9944.92,14.38,Broken Rice,17403.61,546970.6
2026-04-01,2026,4,Himachal Pradesh,HPCL,FS101247,66255,11508.49,17.37,Maize,20139.86,632966.95
2026-05-01,2026,5,Himachal Pradesh,IOC,FS101248,33256,7123.44,21.42,Sugarcane,12466.02,391789.2
2026-06-01,2026,6,Himachal Pradesh,BPCL,FS101249,45419,8316.22,18.31,Broken Rice,14553.38,457392.1
2026-07-01,2026,7,Himachal Pradesh,BPCL,FS101250,64063,11845.25,18.49,Sugarcane,20729.19,651488.75
2015-01-01,2015,1,Jharkhand,HPCL,FS101251,8864,123.21,1.39,Maize,215.62,6776.55
2015-02-01,2015,2,Jharkhand,IOC,FS101252,77590,1869.92,2.41,Broken Rice,3272.36,102845.6
2015-03-01,2015,3,Jharkhand,IOC,FS101253,51298,343.7,0.67,Broken Rice,601.48,18903.5
2015-04-01,2015,4,Jharkhand,IOC,FS101254,48542,1422.28,2.93,Sugarcane,2488.99,78225.4
2015-05-01,2015,5,Jharkhand,BPCL,FS101255,29316,633.23,2.16,Maize,1108.15,34827.65
2015-06-01,2015,6,Jharkhand,HPCL,FS101256,72427,1224.02,1.69,Sugarcane,2142.03,67321.1
2015-07-01,2015,7,Jharkhand,HPCL,FS101257,55014,275.07,0.5,Molasses,481.37,15128.85
2015-08-01,2015,8,Jharkhand,HPCL,FS101258,76111,2275.72,2.99,Maize,3982.51,125164.6
2015-09-01,2015,9,Jharkhand,HPCL,FS101259,58733,293.67,0.5,Molasses,513.92,16151.85
2015-10-01,2015,10,Jharkhand,HPCL,FS101260,32704,595.21,1.82,Sugarcane,1041.62,32736.55
2015-11-01,2015,11,Jharkhand,IOC,FS101261,15493,92.96,0.6,Maize,162.68,5112.8
2015-12-01,2015,12,Jharkhand,IOC,FS101262,13594,304.51,2.24,Molasses,532.89,16748.05
2016-01-01,2016,1,Jharkhand,IOC,FS101263,24626,546.7,2.22,Molasses,956.73,30068.5
2016-02-01,2016,2,Jharkhand,BPCL,FS101264,60664,2523.62,4.16,Broken Rice,4416.34,138799.1
2016-03-01,2016,3,Jharkhand,BPCL,FS101265,51059,2532.53,4.96,Molasses,4431.93,139289.15
2016-04-01,2016,4,Jharkhand,HPCL,FS101266,10035,257.9,2.57,Sugarcane,451.32,14184.5
2016-05-01,2016,5,Jharkhand,BPCL,FS101267,60975,2506.07,4.11,Maize,4385.62,137833.85
2016-06-01,2016,6,Jharkhand,HPCL,FS101268,21331,443.68,2.08,Maize,776.44,24402.4
2016-07-01,2016,7,Jharkhand,HPCL,FS101269,71014,1555.21,2.19,Molasses,2721.62,85536.55
2016-08-01,2016,8,Jharkhand,HPCL,FS101270,54121,1315.14,2.43,Molasses,2301.5,72332.7
2016-09-01,2016,9,Jharkhand,HPCL,FS101271,68197,2216.4,3.25,Broken Rice,3878.7,121902.0
2016-10-01,2016,10,Jharkhand,BPCL,FS101272,12837,323.49,2.52,Broken Rice,566.11,17791.95
2016-11-01,2016,11,Jharkhand,IOC,FS101273,79232,1220.17,1.54,Maize,2135.3,67109.35
2016-12-01,2016,12,Jharkhand,HPCL,FS101274,73911,1500.39,2.03,Molasses,2625.68,82521.45
2017-01-01,2017,1,Jharkhand,HPCL,FS101275,68739,3024.52,4.4,Broken Rice,5292.91,166348.6
2017-02-01,2017,2,Jharkhand,IOC,FS101276,48874,2414.38,4.94,Molasses,4225.16,132790.9
2017-03-01,2017,3,Jharkhand,HPCL,FS101277,41367,2829.5,6.84,Sugarcane,4951.62,155622.5
2017-04-01,2017,4,Jharkhand,IOC,FS101278,23989,1278.61,5.33,Sugarcane,2237.57,70323.55
2017-05-01,2017,5,Jharkhand,HPCL,FS101279,38133,2169.77,5.69,Molasses,3797.1,119337.35
2017-06-01,2017,6,Jharkhand,IOC,FS101280,65656,2127.25,3.24,Broken Rice,3722.69,116998.75
2017-07-01,2017,7,Jharkhand,BPCL,FS101281,54546,3125.49,5.73,Sugarcane,5469.61,171901.95
2017-08-01,2017,8,Jharkhand,IOC,FS101282,26157,721.93,2.76,Molasses,1263.38,39706.15
2017-09-01,2017,9,Jharkhand,BPCL,FS101283,43932,1845.14,4.2,Molasses,3229.0,101482.7
2017-10-01,2017,10,Jharkhand,IOC,FS101284,22693,1055.22,4.65,Broken Rice,1846.63,58037.1
2017-11-01,2017,11,Jharkhand,BPCL,FS101285,23540,979.26,4.16,Broken Rice,1713.7,53859.3
2017-12-01,2017,12,Jharkhand,BPCL,FS101286,63512,1759.28,2.77,Molasses,3078.74,96760.4
2018-01-01,2018,1,Jharkhand,BPCL,FS101287,50832,543.9,1.07,Broken Rice,951.82,29914.5
2018-02-01,2018,2,Jharkhand,BPCL,FS101288,8390,407.75,4.86,Sugarcane,713.56,22426.25
2018-03-01,2018,3,Jharkhand,IOC,FS101289,21029,611.94,2.91,Maize,1070.89,33656.7
2018-04-01,2018,4,Jharkhand,HPCL,FS101290,17121,604.37,3.53,Molasses,1057.65,33240.35
2018-05-01,2018,5,Jharkhand,IOC,FS101291,16921,697.15,4.12,Molasses,1220.01,38343.25
2018-06-01,2018,6,Jharkhand,IOC,FS101292,77922,5251.94,6.74,Broken Rice,9190.89,288856.7
2018-07-01,2018,7,Jharkhand,IOC,FS101293,20242,1103.19,5.45,Molasses,1930.58,60675.45
2018-08-01,2018,8,Jharkhand,BPCL,FS101294,69816,3644.4,5.22,Molasses,6377.7,200442.0
2018-09-01,2018,9,Jharkhand,BPCL,FS101295,8507,307.1,3.61,Molasses,537.43,16890.5
2018-10-01,2018,10,Jharkhand,IOC,FS101296,38979,2673.96,6.86,Molasses,4679.43,147067.8
2018-11-01,2018,11,Jharkhand,IOC,FS101297,60774,3214.94,5.29,Sugarcane,5626.15,176821.7
2018-12-01,2018,12,Jharkhand,BPCL,FS101298,42069,2305.38,5.48,Maize,4034.41,126795.9
2019-01-01,2019,1,Jharkhand,HPCL,FS101299,79947,399.74,0.5,Maize,699.55,21985.7
2019-02-01,2019,2,Jharkhand,BPCL,FS101300,51390,2163.52,4.21,Molasses,3786.16,118993.6
2019-03-01,2019,3,Jharkhand,BPCL,FS101301,13209,972.18,7.36,Maize,1701.31,53469.9
2019-04-01,2019,4,Jharkhand,IOC,FS101302,15933,1027.68,6.45,Maize,1798.44,56522.4
2019-05-01,2019,5,Jharkhand,IOC,FS101303,48696,311.65,0.64,Maize,545.39,17140.75
2019-06-01,2019,6,Jharkhand,BPCL,FS101304,58013,3701.23,6.38,Sugarcane,6477.15,203567.65
2019-07-01,2019,7,Jharkhand,HPCL,FS101305,41672,1933.58,4.64,Broken Rice,3383.76,106346.9
2019-08-01,2019,8,Jharkhand,BPCL,FS101306,30195,546.53,1.81,Sugarcane,956.43,30059.15
2019-09-01,2019,9,Jharkhand,HPCL,FS101307,24555,1794.97,7.31,Sugarcane,3141.2,98723.35
2019-10-01,2019,10,Jharkhand,BPCL,FS101308,34347,2490.16,7.25,Maize,4357.78,136958.8
2019-11-01,2019,11,Jharkhand,BPCL,FS101309,57056,3429.07,6.01,Sugarcane,6000.87,188598.85
2019-12-01,2019,12,Jharkhand,HPCL,FS101310,35843,2304.7,6.43,Broken Rice,4033.22,126758.5
2020-01-01,2020,1,Jharkhand,IOC,FS101311,47516,3269.1,6.88,Maize,5720.93,179800.5
2020-02-01,2020,2,Jharkhand,BPCL,FS101312,60248,4175.19,6.93,Maize,7306.58,229635.45
2020-03-01,2020,3,Jharkhand,HPCL,FS101313,52116,4330.84,8.31,Sugarcane,7578.97,238196.2
2020-04-01,2020,4,Jharkhand,HPCL,FS101314,50614,3092.52,6.11,Broken Rice,5411.91,170088.6
2020-05-01,2020,5,Jharkhand,IOC,FS101315,43892,3164.61,7.21,Sugarcane,5538.07,174053.55
2020-06-01,2020,6,Jharkhand,HPCL,FS101316,8924,127.61,1.43,Maize,223.32,7018.55
2020-07-01,2020,7,Jharkhand,HPCL,FS101317,79042,5975.58,7.56,Broken Rice,10457.26,328656.9
2020-08-01,2020,8,Jharkhand,HPCL,FS101318,19781,989.05,5.0,Maize,1730.84,54397.75
2020-09-01,2020,9,Jharkhand,HPCL,FS101319,17095,574.39,3.36,Maize,1005.18,31591.45
2020-10-01,2020,10,Jharkhand,HPCL,FS101320,37831,2284.99,6.04,Maize,3998.73,125674.45
2020-11-01,2020,11,Jharkhand,HPCL,FS101321,46220,1636.19,3.54,Molasses,2863.33,89990.45
2020-12-01,2020,12,Jharkhand,HPCL,FS101322,73524,3411.51,4.64,Molasses,5970.14,187633.05
2021-01-01,2021,1,Jharkhand,IOC,FS101323,75598,4414.92,5.84,Broken Rice,7726.11,242820.6
2021-02-01,2021,2,Jharkhand,HPCL,FS101324,43081,254.18,0.59,Maize,444.81,13979.9
2021-03-01,2021,3,Jharkhand,HPCL,FS101325,17837,2127.95,11.93,Molasses,3723.91,117037.25
2021-04-01,2021,4,Jharkhand,IOC,FS101326,77453,7691.08,9.93,Sugarcane,13459.39,423009.4
2021-05-01,2021,5,Jharkhand,IOC,FS101327,76472,7807.79,10.21,Molasses,13663.63,429428.45
2021-06-01,2021,6,Jharkhand,HPCL,FS101328,35672,4005.97,11.23,Broken Rice,7010.45,220328.35
2021-07-01,2021,7,Jharkhand,BPCL,FS101329,73066,7825.37,10.71,Maize,13694.4,430395.35
2021-08-01,2021,8,Jharkhand,BPCL,FS101330,54751,6225.19,11.37,Molasses,10894.08,342385.45
2021-09-01,2021,9,Jharkhand,HPCL,FS101331,38951,4685.81,12.03,Sugarcane,8200.17,257719.55
2021-10-01,2021,10,Jharkhand,IOC,FS101332,40230,3383.34,8.41,Molasses,5920.85,186083.7
2021-11-01,2021,11,Jharkhand,BPCL,FS101333,76876,7333.97,9.54,Sugarcane,12834.45,403368.35
2021-12-01,2021,12,Jharkhand,IOC,FS101334,77806,6605.73,8.49,Sugarcane,11560.03,363315.15
2022-01-01,2022,1,Jharkhand,HPCL,FS101335,57646,4796.15,8.32,Molasses,8393.26,263788.25
2022-02-01,2022,2,Jharkhand,IOC,FS101336,29650,4577.96,15.44,Maize,8011.43,251787.8
2022-03-01,2022,3,Jharkhand,HPCL,FS101337,46196,6809.29,14.74,Broken Rice,11916.26,374510.95
2022-04-01,2022,4,Jharkhand,BPCL,FS101338,51894,9569.25,18.44,Maize,16746.19,526308.75
2022-05-01,2022,5,Jharkhand,BPCL,FS101339,64759,6190.96,9.56,Broken Rice,10834.18,340502.8
2022-06-01,2022,6,Jharkhand,BPCL,FS101340,10962,1596.07,14.56,Broken Rice,2793.12,87783.85
2022-07-01,2022,7,Jharkhand,HPCL,FS101341,60349,4266.67,7.07,Molasses,7466.67,234666.85
2022-08-01,2022,8,Jharkhand,IOC,FS101342,79138,5824.56,7.36,Sugarcane,10192.98,320350.8
2022-09-01,2022,9,Jharkhand,BPCL,FS101343,49979,5857.54,11.72,Sugarcane,10250.69,322164.7
2022-10-01,2022,10,Jharkhand,BPCL,FS101344,28923,3360.85,11.62,Maize,5881.49,184846.75
2022-11-01,2022,11,Jharkhand,IOC,FS101345,10887,788.22,7.24,Maize,1379.38,43352.1
2022-12-01,2022,12,Jharkhand,HPCL,FS101346,36756,1477.59,4.02,Broken Rice,2585.78,81267.45
2023-01-01,2023,1,Jharkhand,IOC,FS101347,18304,3796.25,20.74,Sugarcane,6643.44,208793.75
2023-02-01,2023,2,Jharkhand,BPCL,FS101348,57002,9804.34,17.2,Broken Rice,17157.6,539238.7
2023-03-01,2023,3,Jharkhand,HPCL,FS101349,30092,2554.81,8.49,Molasses,4470.92,140514.55
2023-04-01,2023,4,Jharkhand,HPCL,FS101350,29398,2157.81,7.34,Maize,3776.17,118679.55
2023-05-01,2023,5,Jharkhand,HPCL,FS101351,11159,1523.2,13.65,Sugarcane,2665.6,83776.0
2023-06-01,2023,6,Jharkhand,HPCL,FS101352,9073,1115.07,12.29,Broken Rice,1951.37,61328.85
2023-07-01,2023,7,Jharkhand,HPCL,FS101353,37320,4403.76,11.8,Maize,7706.58,242206.8
2023-08-01,2023,8,Jharkhand,IOC,FS101354,10159,692.84,6.82,Sugarcane,1212.47,38106.2
2023-09-01,2023,9,Jharkhand,IOC,FS101355,22678,2462.83,10.86,Sugarcane,4309.95,135455.65
2023-10-01,2023,10,Jharkhand,IOC,FS101356,31464,6424.95,20.42,Maize,11243.66,353372.25
2023-11-01,2023,11,Jharkhand,BPCL,FS101357,69497,4204.57,6.05,Sugarcane,7358.0,231251.35
2023-12-01,2023,12,Jharkhand,BPCL,FS101358,8901,396.09,4.45,Sugarcane,693.16,21784.95
2024-01-01,2024,1,Jharkhand,IOC,FS101359,10881,1699.61,15.62,Broken Rice,2974.32,93478.55
2024-02-01,2024,2,Jharkhand,HPCL,FS101360,79186,9573.59,12.09,Broken Rice,16753.78,526547.45
2024-03-01,2024,3,Jharkhand,BPCL,FS101361,67251,11042.61,16.42,Molasses,19324.57,607343.55
2024-04-01,2024,4,Jharkhand,IOC,FS101362,30499,6435.29,21.1,Molasses,11261.76,353940.95
2024-05-01,2024,5,Jharkhand,IOC,FS101363,69360,11160.02,16.09,Sugarcane,19530.03,613801.1
2024-06-01,2024,6,Jharkhand,BPCL,FS101364,73756,4683.51,6.35,Broken Rice,8196.14,257593.05
2024-07-01,2024,7,Jharkhand,HPCL,FS101365,78354,15921.53,20.32,Broken Rice,27862.68,875684.15
2024-08-01,2024,8,Jharkhand,IOC,FS101366,45344,4579.74,10.1,Molasses,8014.55,251885.7
2024-09-01,2024,9,Jharkhand,BPCL,FS101367,32299,3562.58,11.03,Molasses,6234.51,195941.9
2024-10-01,2024,10,Jharkhand,HPCL,FS101368,48581,9079.79,18.69,Maize,15889.63,499388.45
2024-11-01,2024,11,Jharkhand,IOC,FS101369,22175,1252.89,5.65,Maize,2192.56,68908.95
2024-12-01,2024,12,Jharkhand,IOC,FS101370,55645,10516.9,18.9,Molasses,18404.58,578429.5
2025-01-01,2025,1,Jharkhand,IOC,FS101371,67123,9229.41,13.75,Molasses,16151.47,507617.55
2025-02-01,2025,2,Jharkhand,IOC,FS101372,74727,6366.74,8.52,Sugarcane,11141.8,350170.7
2025-03-01,2025,3,Jharkhand,IOC,FS101373,54216,11656.44,21.5,Sugarcane,20398.77,641104.2
2025-04-01,2025,4,Jharkhand,BPCL,FS101374,14008,1875.67,13.39,Molasses,3282.42,103161.85
2025-05-01,2025,5,Jharkhand,IOC,FS101375,11332,1254.45,11.07,Broken Rice,2195.29,68994.75
2025-06-01,2025,6,Jharkhand,HPCL,FS101376,13033,2555.77,19.61,Maize,4472.6,140567.35
2025-07-01,2025,7,Jharkhand,IOC,FS101377,8066,1589.0,19.7,Maize,2780.75,87395.0
2025-08-01,2025,8,Jharkhand,HPCL,FS101378,64827,4550.86,7.02,Maize,7964.0,250297.3
2025-09-01,2025,9,Jharkhand,IOC,FS101379,40966,4952.79,12.09,Molasses,8667.38,272403.45
2025-10-01,2025,10,Jharkhand,BPCL,FS101380,67199,6807.26,10.13,Maize,11912.7,374399.3
2025-11-01,2025,11,Jharkhand,HPCL,FS101381,25558,4194.07,16.41,Sugarcane,7339.62,230673.85
2025-12-01,2025,12,Jharkhand,IOC,FS101382,25118,5400.37,21.5,Maize,9450.65,297020.35
2026-01-01,2026,1,Jharkhand,IOC,FS101383,15601,2811.3,18.02,Broken Rice,4919.78,154621.5
2026-02-01,2026,2,Jharkhand,HPCL,FS101384,36022,7744.73,21.5,Sugarcane,13553.28,425960.15
2026-03-01,2026,3,Jharkhand,BPCL,FS101385,52130,6604.87,12.67,Broken Rice,11558.52,363267.85
2026-04-01,2026,4,Jharkhand,BPCL,FS101386,78610,16901.15,21.5,Broken Rice,29577.01,929563.25
2026-05-01,2026,5,Jharkhand,BPCL,FS101387,47867,10291.41,21.5,Broken Rice,18009.97,566027.55
2026-06-01,2026,6,Jharkhand,HPCL,FS101388,59415,12774.23,21.5,Maize,22354.9,702582.65
2026-07-01,2026,7,Jharkhand,IOC,FS101389,68430,10647.71,15.56,Molasses,18633.49,585624.05
2015-01-01,2015,1,Karnataka,IOC,FS101390,28711,269.88,0.94,Molasses,472.29,14843.4
2015-02-01,2015,2,Karnataka,HPCL,FS101391,44561,530.28,1.19,Molasses,927.99,29165.4
2015-03-01,2015,3,Karnataka,HPCL,FS101392,41798,1065.85,2.55,Maize,1865.24,58621.75
2015-04-01,2015,4,Karnataka,HPCL,FS101393,18785,386.97,2.06,Maize,677.2,21283.35
2015-05-01,2015,5,Karnataka,IOC,FS101394,71772,1600.52,2.23,Maize,2800.91,88028.6
2015-06-01,2015,6,Karnataka,BPCL,FS101395,9462,198.7,2.1,Sugarcane,347.72,10928.5
2015-07-01,2015,7,Karnataka,IOC,FS101396,21386,451.24,2.11,Maize,789.67,24818.2
2015-08-01,2015,8,Karnataka,BPCL,FS101397,14221,504.85,3.55,Sugarcane,883.49,27766.75
2015-09-01,2015,9,Karnataka,HPCL,FS101398,12922,280.41,2.17,Maize,490.72,15422.55
2015-10-01,2015,10,Karnataka,HPCL,FS101399,60335,965.36,1.6,Molasses,1689.38,53094.8
2015-11-01,2015,11,Karnataka,BPCL,FS101400,52066,765.37,1.47,Broken Rice,1339.4,42095.35
2015-12-01,2015,12,Karnataka,HPCL,FS101401,28213,598.12,2.12,Broken Rice,1046.71,32896.6
2016-01-01,2016,1,Karnataka,IOC,FS101402,76694,2477.22,3.23,Molasses,4335.13,136247.1
2016-02-01,2016,2,Karnataka,IOC,FS101403,78474,2550.41,3.25,Broken Rice,4463.22,140272.55
2016-03-01,2016,3,Karnataka,BPCL,FS101404,42980,812.32,1.89,Sugarcane,1421.56,44677.6
2016-04-01,2016,4,Karnataka,IOC,FS101405,24766,1302.69,5.26,Broken Rice,2279.71,71647.95
